更新时间,#genre#
20250615-10-37-09,url


RespoTime,whitelist,#genre#
48.50ms,sextreme,http://seltz.site:80/live/m4awg3gp/em71tmey/97650.ts
59.81ms,24h RETRO +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82171
68.99ms,sexy hot,http://seltz.site:80/live/m4awg3gp/em71tmey/97652.ts
74.87ms,24h NINFETAS BR +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82170
85.27ms,sex private,http://seltz.site:80/live/m4awg3gp/em71tmey/97649.ts
86.81ms,红楼18春,https://cf005.paopao.video:443/D29E30B98E475FA7D7F2BAFDB08B2300A91B9701
89.39ms,花花公子,http://seltz.site:80/live/m4awg3gp/em71tmey/97676.ts
93.54ms,SEXY HOT HD,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/126
96.39ms,24h CARNAVAL +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82161
98.94ms,短篇集「2022」,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/jv/t1/9o/ji/6c4a0c8b190944bc8dee75fc8e37cc67.m3u8
99.16ms,24h AMADORAS +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83242
99.16ms,24h BRASILEIRINHAS +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82141
99.60ms,24h BRAD MONTANA +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/76720
99.73ms,森林01-相遇,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/zh/qy/yi/94/89/6dc3c8cb9112436682a5af22588f52a0.m3u8
100.77ms,24h BISEXUAL +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83243
100.90ms,24h BRASILEIRINHAS  +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83252
101.95ms,MSD-001/乱伦迷情药,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/qi/oi/gz/ux/dbf57474fbed49c9aa3fb97bcd75b891.m3u8?
102.54ms,24h AMADOR GAY +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83241
