更新时间,#genre#
20251111-10-17-06,url


RespoTime,whitelist,#genre#
9.24ms,24h INTERRACIAL  +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83246
12.57ms,24h BRAD MONTANA +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/76720
12.66ms,24h ELISA SANCHES +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/76703
13.34ms,24h INTERRACIAL +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82168
13.64ms,24h HENTAI +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82167
14.51ms,24h CONTOS MULTISHOW +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82162
14.72ms,24h GORDAS +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83245
15.12ms,24h LATINAS +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83440
15.37ms,24h CINE ADULTO 02 +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83251
16.18ms,24h CARNAVAL +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82161
16.40ms,24h CINE ADULTO +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83244
16.49ms,24h COSPLAY +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82163
17.13ms,24h TEAMSKEET +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83463
19.04ms,24h BANGED +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83262
19.27ms,24h BISEXUAL +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83243
19.52ms,24h BRASILEIRINHAS  +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83252
20.48ms,24h BRASILEIRINHAS +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82141
20.61ms,24h SURUBA CASEIRA +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83249
21.83ms,24h SEXO NA PRAIA +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83248
22.31ms,24h GAYS +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82166
22.85ms,24h FESTA PRIME BR +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82164
22.91ms,24h VIVID RED +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83260
23.08ms,24h RUIVAS +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83247
23.54ms,24h AMADOR GAY +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83241
23.76ms,24h GANG BANG +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82165
24.62ms,24h TRANSEXUAL +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83250
25.11ms,24h SHAYENNE SAMARA +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/76715
25.24ms,24h AMADORAS +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83242
25.58ms,24h MIA KHALIFA +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/76713
27.69ms,SEXY HOT SD,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/542
28.34ms,24h A CASA DAS BRASILEIRINHAS +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/83240
28.85ms,24h RETRO +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82171
28.90ms,24h NINFETAS BR +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82170
32.73ms,24h LOIRAS SAFADAS +18,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/82169
35.50ms,PLAYBOY FHD,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/872
40.28ms,SEXY HOT HD,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/126
89.97ms,SEXTREME HD,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/541
97.72ms,欧美1,https://vod.mycamtv.net/1.m3u8
108.13ms,playboy,http://190.11.225.124:5000/live/playboy_hd/playlist.m3u8
109.48ms,Miami TV Sun Beach,http://59ec5453559f0.streamlock.net:1935/Sunbeachtv/smil:WEB/chuklist.m3u8
113.00ms,欧美10,https://vod.mycamtv.net/10.m3u8
136.85ms,MSD-004/妇女的不论之恋,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/eg/oc/n7/57/fbb21f9d41d54e468b7657d66b6aa6e7.m3u8?
139.13ms,SEX PRIVE HD,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/127
168.79ms,MSD-007/强上仙人跳渣女,https://ypmnkbb.saejeuj.com/api/app/media/m3u8/av/al/72/bl/7v/ce8b0dbdbffb4d4d8f85c538ba35c4be.m3u8?
170.99ms,RedTraffic Cuckold,http://live.redtraffic.xyz/cuckold.m3u8
171.21ms,RedTraffic POV,http://live.redtraffic.xyz/pov.m3u8
171.60ms,RedTraffic Interracial,http://live.redtraffic.xyz/interracial.m3u8
171.95ms,RedTraffic Latina,http://live.redtraffic.xyz/latina.m3u8
172.41ms,MyCamTVBlondeGirls,http://live.mycamtv.com/blonde.m3u8
173.16ms,MyCamTVAsianGirls,http://live.mycamtv.com/asian.m3u8
173.22ms,MyCamTVBigAssGirls,http://live.mycamtv.com/bigass.m3u8
173.25ms,MyCamTVArabGirls,http://live.mycamtv.com/arab.m3u8
173.31ms,MyCamTVBrunetteGirls,http://live.mycamtv.com/brunette.m3u8
173.83ms,MyCamTVBlowjob,http://live.mycamtv.com/blowjob.m3u8
176.21ms,MyCamTVEbonyGirls,http://live.mycamtv.com/ebony.m3u8
176.58ms,MyCamTVSkinnyGirls,http://live.mycamtv.com/skinny.m3u8
177.13ms,RedTraffic Lesbian,http://live.redtraffic.xyz/lesbian.m3u8
177.43ms,RedTraffic Fetish,http://live.redtraffic.xyz/fetish.m3u8
177.44ms,RedTraffic Pornstar,http://live.redtraffic.xyz/pornstar.m3u8
178.36ms,MyCamTVGirlsSquirt,http://live.mycamtv.com/squirt.m3u8
179.22ms,RedTraffic MILF,http://live.redtraffic.xyz/milf.m3u8
182.58ms,MyCamTVAnal,http://live.mycamtv.com/anal.m3u8
183.41ms,俄罗斯成人4台,http://live.redtraffic.xyz/blowjob.m3u8?fluxuslust.m3u8
183.43ms,RedTraffic Hardcore,http://live.redtraffic.xyz/hardcore.m3u8
185.51ms,MyCamTVTeenGirls,http://live.mycamtv.com/teen.m3u8
186.03ms,DORCEL,http://213.226.69.130/iptv/BF9GWX8VNPYM9X/245/index.m3u8
186.39ms,SEX PRIVE FHD,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/873
186.65ms,MyCamTVWhiteGirls,http://live.mycamtv.com/white.m3u8
188.40ms,Redlight HD,http://213.226.69.130/iptv/BF9GWX8VNPYM9X/242/index.m3u8
189.77ms,PRIVATE,http://213.226.69.130/iptv/BF9GWX8VNPYM9X/243/index.m3u8
192.41ms,PLAYBOY HD,http://blacktv.syscdn.xyz:80/pf7dvcvr/3zgpirzv/934
192.81ms,Hustler,http://213.226.69.130/iptv/BF9GWX8VNPYM9X/244/index.m3u8
195.49ms,sex private,http://seltz.site:80/live/m4awg3gp/em71tmey/97649.ts
196.33ms,sexy hot,http://seltz.site:80/live/m4awg3gp/em71tmey/97652.ts
198.15ms,bigass,http://live.redtraffic.xyz/bigass.m3u8
198.47ms,午夜8,http://live.redtraffic.xyz/pornstar.m3u8?fluxuslust.m3u8
199.90ms,午夜8,http://live.redtraffic.xyz:80/pornstar.m3u8
200.35ms,俄罗斯成人5台,http://live.redtraffic.xyz/bigdick.m3u8?fluxuslust.m3u8
201.32ms,欧美2,http://live.redtraffic.xyz/bigass.m3u8?fluxuslust.m3u8
201.58ms,art,http://79060965569m.megogo.xyz/iptv/SQNLRPBE7FFE8V/6253/index.m3u8
202.05ms,Eroxxx,http://88.212.7.11/live/test_eroxxx_hd_hevc/playlist.m3u8
203.42ms,時尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
203.86ms,Desire ,http://88.212.7.11/live/test_desire_hd_hevc/playlist.m3u8
