更新时间,#genre#
20250227-10-40-59,url


RespoTime,whitelist,#genre#
17.17ms,广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
20.26ms,千禧经典,http://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
21.14ms,台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
21.25ms,华语,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
21.42ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
21.82ms,翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
21.85ms,民视新闻,http://38.64.72.148:80/hls/modn/list/4012/playlist.m3u8
21.86ms,民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
21.88ms,TVBS,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
21.89ms,东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8?
21.94ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/playlist.m3u8
22.06ms,海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8
22.13ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?
22.14ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
22.17ms,民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
22.18ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
22.18ms,台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
22.23ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
22.24ms,民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
22.25ms,民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8?blog.ntnas.top
22.31ms,台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
22.34ms,千禧经典台(HK),http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
22.45ms,无线新闻,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
22.47ms,民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
22.51ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
22.54ms,东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
22.69ms,无线华丽,http://cdn9.163189.xyz/smt1.1.php?id=Tvbjade
22.79ms,台视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
23.31ms,东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
23.38ms,东森美洲,http://38.64.72.148:80/hls/modn/list/2016/chunklist1.m3u8
23.65ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
23.66ms,华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
24.25ms,东森美洲,http://38.64.72.148/hls/modn/list/2016/chunklist0.m3u8
24.59ms,东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
24.64ms,东森新闻,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
24.96ms,春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
25.23ms,亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
25.24ms,深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8
25.57ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?
26.04ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?
26.24ms,凤凰资讯,http://cdn3.163189.xyz/live/fhzx/stream.m3u8
26.77ms,东森美洲,http://38.64.72.148/hls/modn/list/2015/chunklist0.m3u8
28.55ms,大爱2,http://pulltv2.wanfudaluye.com/live/tv2.m3u8
30.77ms,广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8
31.52ms,凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
33.41ms,TVB无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
37.58ms,5首伤感DJ,https://vd2.bdstatic.com/mda-nd5cr584424xr57c/sc/cae_h264_delogo/1649238205192327499/mda-nd5cr584424xr57c.mp4
37.91ms,春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
38.73ms,春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
39.07ms,春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
40.32ms,亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
43.10ms,CHC动作电影,http://iptv.diyp.tech/iptv.php?key=gat5&id=afa18d2457e898b11f48f7764c61d4cc
43.61ms,TVB无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
44.48ms,凤凰中文,https://cdn.163189.xyz/live/fhzw/stream.m3u8
44.87ms,DJ情歌5首,https://vd3.bdstatic.com/mda-mmg7iqkrutbwd7az/sc/cae_h264/1639851941696222972/mda-mmg7iqkrutbwd7az.mp4
45.15ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&wsMonitor=0
45.34ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
46.51ms,DJ4首吸烟的女人,https://vd2.bdstatic.com/mda-mg7zcjiauy83ehmz/sc/cae_h264/1625790109974824055/mda-mg7zcjiauy83ehmz.mp4
46.54ms,香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
47.91ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&wsMonitor=0###HLS\\n
47.95ms,中天新闻,http://iptv.diyp.tech/iptv.php?key=gat2&id=17
47.99ms,DJ无情书,https://vd3.bdstatic.com/mda-kkikg9rzshuhcxwy/v1-cae/sc/mda-kkikg9rzshuhcxwy.mp4
52.22ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
52.34ms,viutv6,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8
52.43ms,无线新闻,http://iptv.diyp.tech/iptv.php?key=gat5&id=f7b4583df4a36084ee912dbe42ae7432
52.95ms,Now爆谷,http://aktv.top/AKTV/live/aktv2/now-1/AKTV.m3u8
53.32ms,中天新闻台,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
53.93ms,八大综合,http://108.181.20.197/livehttpplay?channel_id=20068
54.05ms,八大第一,http://108.181.20.197/livehttpplay?channel_id=20073
54.78ms,三立新闻,http://108.181.20.197/livehttpplay?channel_id=10126
55.64ms,TVB星河,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
56.19ms,TVB无线新闻,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
56.73ms,Astro Xing He,http://aktv.top/AKTV/live/aktv3/astroxinghe/AKTV.m3u8
57.71ms,Astro AEC,http://aktv.top/AKTV/live/aktv3/astroaec/AKTV.m3u8
57.73ms,新加坡国际,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
57.99ms,纬来体育,http://108.181.20.197/livehttpplay?channel_id=20120
58.79ms,TVB无线新闻,http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8
59.76ms,凤凰中文,http://cdn5.1678520.xyz/live/live2.1.php?id=fhzw
59.85ms,浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
60.07ms,华视,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
60.51ms,山东卫视,https://www.yangshipin.cn/tv/home?pid=600002513
61.26ms,吉林卫视,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=531262154&sign=79dc3b07e5d966c81b7ea2e126519c72
61.90ms,CHC家庭影院,http://iptv.diyp.tech/iptv.php?key=gat5&id=b0f988110099cf6a8405d8aacc0ec1c4
62.73ms,龙华经典,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
62.97ms,凤凰香港,http://iptv.diyp.tech/iptv.php?key=gat7&id=125
63.65ms,翡翠台,https://cdn3.163189.xyz/live/fct/stream.m3u8
63.82ms,凤凰资讯,http://iptv.diyp.tech/iptv.php?key=gat7&id=124
65.19ms,Astro iQIYI,http://aktv.top/AKTV/live/aktv3/astroiqiyi/AKTV.m3u8
65.41ms,CHC动作电影,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=265218967&sign=79dc3b07e5d966c81b7ea2e126519c72
66.17ms,NHKWorld,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
66.29ms,台视,http://iptv.diyp.tech/iptv.php?key=gat5&id=d1a92e4301097a73f284a279fcf4afbc
66.85ms,DJ此生已过半,https://vd3.bdstatic.com/mda-mdaprhx095djift2/hd/mda-mdaprhx095djift2.mp4
67.08ms,民视新闻,http://iptv.diyp.tech/iptv.php?key=gat5&id=4df8b0c41f0da56f676b2684b52a5480
67.63ms,TVB星河,http://aktv.top/AKTV/live/aktv2/tvb/AKTV.m3u8
67.77ms,凤凰中文,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzw
67.88ms,江西卫视,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=810783159&sign=79dc3b07e5d966c81b7ea2e126519c72
67.91ms,东森新闻,http://iptv.diyp.tech/iptv.php?key=gat5&id=287cb9ad49a87d8f3d60d2eea995be43
68.27ms,Loupe_4K,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
68.48ms,CCTV1,https://cdn5.163189.xyz/live/cctv1/stream.m3u8
68.67ms,凤凰卫视中文台,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
68.96ms,viutv,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8
69.26ms,台视新闻,http://iptv.diyp.tech/iptv.php?key=gat5&id=39aef193cafcdc30d2b300c8729aba4b
70.31ms,辽宁卫视,https://www.yangshipin.cn/tv/home?pid=600002505
71.98ms,翡翠台4K,http://aktv.top/AKTV/live/aktv3/4k/AKTV.m3u8
72.94ms,广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
72.96ms,新加坡国际,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
73.01ms,DJ潮湿的心,https://vd3.bdstatic.com/mda-jfsre2z1s4xk012w/sc/mda-jfsre2z1s4xk012w.mp4
73.36ms,Channel 5 HD,http://aktv.top/AKTV/live/aktv/channel5hd/AKTV.m3u8
73.69ms,东方卫视,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=264104266&sign=79dc3b07e5d966c81b7ea2e126519c72
73.92ms,2首车载DJ歌曲联唱,https://vd2.bdstatic.com/mda-jiugyuw4xwqiwzet/sc/mda-jiugyuw4xwqiwzet.mp4
73.97ms,半·新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
74.32ms,江苏卫视,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=264104188&sign=79dc3b07e5d966c81b7ea2e126519c72
74.79ms,tvN,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
75.44ms,有线新闻,http://aktv.top/AKTV/live/aktv/hoy78/AKTV.m3u8
75.91ms,纬来体育,http://aktv.top/AKTV/live/aktv3/null-1/AKTV.m3u8
76.45ms,Now星影,http://aktv.top/AKTV/live/aktv2/now/AKTV.m3u8
76.54ms,Channel 8 HD,http://aktv.top/AKTV/live/aktv/channel8hd/AKTV.m3u8
76.84ms,NOW新闻,http://108.181.20.197/livehttpplay?channel_id=20041
76.93ms,澳门Mac,http://cdn.132.us.kg/live/as/stream.m3u8
77.63ms,上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
77.73ms,爱你到最后一刻,https://vd3.bdstatic.com/mda-mhr9c7q9xzgy1812/1080p/cae_h264/1630062648077583523/mda-mhr9c7q9xzgy1812.mp4
77.83ms,余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8zzhed
78.15ms,青田电视,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
78.43ms,Nick Jr,http://aktv.top/AKTV/live/aktv3/nickjr/AKTV.m3u8
78.44ms,凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8
78.77ms,翡翠台4K,http://cdn.132.us.kg/live/fct4k/stream.m3u8
78.79ms,广东珠江,http://cdn2.132.us.kg/live/gdzj/stream.m3u8
78.93ms,东森戏剧,http://live4play.uk/livehttpplay?channel_id=20072
79.03ms,美亚电影台(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
80.30ms,娱乐新闻台(HK),http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
80.82ms,CHC家庭影院,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=265667645&sign=79dc3b07e5d966c81b7ea2e126519c72
80.90ms,DJ爱难求,https://vd4.bdstatic.com/mda-mk99haw9m5kp6p5s/default/h264/1636526565199080954/mda-mk99haw9m5kp6p5s.mp4
81.17ms,TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
81.31ms,湖北卫视,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=531261978&sign=79dc3b07e5d966c81b7ea2e126519c72
82.09ms,DJ流浪兄弟,https://vd2.bdstatic.com/mda-mhrdtax1km0idkc5/1080p/cae_h264/1629972852606533219/mda-mhrdtax1km0idkc5.mp4
82.13ms,龙华电影,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
83.32ms,莲花卫视,http://php.jdshipin.com:8880/amlh.php
83.94ms,DJ情火拥抱你离去夜夜夜漫长,https://vd3.bdstatic.com/mda-nd3gy7ukv0reh4xv/sc/cae_h264_delogo/1649115109025912038/mda-nd3gy7ukv0reh4xv.mp4
84.07ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639
84.19ms,TVBJ1,http://cdn3.132.us.kg/live/j1/stream.m3u8
84.64ms,春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
84.97ms,靖天电影,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
85.20ms,三立新闻,http://aktv.top/AKTV/live/aktv/null-14/AKTV.m3u8
85.24ms,1905国内电影,http://php.jdshipin.com:8880/1905.php?id=1905dy
85.36ms,春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
85.69ms,1905国外电影,http://php.jdshipin.com:8880/1905.php?id=1905dy2
86.04ms,Channel U HD,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8
87.01ms,无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
87.06ms,民视,http://iptv.diyp.tech/iptv.php?key=gat5&id=1f5cb7f8687ab60efbdb4cb4190d355b
87.10ms,海南卫视,https://json.doube.eu.org/live/migu/migu.php/index.m3u8?id=531262161&sign=79dc3b07e5d966c81b7ea2e126519c72
87.27ms,凤凰资讯,http://cdn3.132.us.kg/live/fhzx/stream.m3u8
88.07ms,無線新聞台,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
88.50ms,DJ舞曲让我做你的眼睛,https://vd2.bdstatic.com/mda-mhaargrart2qrkdz/1080p/cae_h264/1629630942996744682/mda-mhaargrart2qrkdz.mp4
88.58ms,凤凰卫视,http://cdn.132.us.kg/live/fhzw/stream.m3u8
89.04ms,民视,http://108.181.20.197/livehttpplay?channel_id=20074
89.32ms,TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
89.59ms,东方卫视国际频道,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
89.98ms,美亚电影,http://108.181.20.197/livehttpplay?channel_id=20197
